#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_003210.1",479765,481153,"+",986724,,"lmo0447","NP_463976.1",462,"glutamate decarboxylase"
"chromosome","NC_003210.1",481250,482701,"+",985174,,"lmo0448","NP_463977.1",483,"amino acid antiporter"
"chromosome","NC_003210.1",482713,482868,"+",16695811,,"lmo0448a","YP_008475628.1",51,"hypothetical protein lmo0448a"
"chromosome","NC_003210.1",483166,483891,"+",985180,,"lmo0449","NP_463978.1",241,"hypothetical protein lmo0449"
"chromosome","NC_003210.1",483934,484599,"-",985181,,"lmo0450","NP_463979.1",221,"hypothetical protein lmo0450"
"chromosome","NC_003210.1",484620,485375,"-",985185,,"lmo0451","NP_463980.1",251,"hypothetical protein lmo0451"
"chromosome","NC_003210.1",485493,487652,"-",985178,,"lmo0452","NP_463981.1",719,"hypothetical protein lmo0452"
"chromosome","NC_003210.1",487649,488797,"-",985179,,"lmo0453","NP_463982.1",382,"hypothetical protein lmo0453"
"chromosome","NC_003210.1",488802,489749,"-",985184,,"lmo0454","NP_463983.1",315,"hypothetical protein lmo0454"
"chromosome","NC_003210.1",489905,491500,"+",985188,,"lmo0455","NP_463984.1",531,"hypothetical protein lmo0455"
"chromosome","NC_003210.1",491634,492917,"+",985191,,"lmo0456","NP_463985.1",427,"permease"
"chromosome","NC_003210.1",492918,494018,"+",985189,,"lmo0457","NP_463986.1",366,"hypothetical protein lmo0457"
"chromosome","NC_003210.1",494011,495561,"+",985192,,"lmo0458","NP_463987.1",516,"hydantoinase"
"chromosome","NC_003210.1",496381,497919,"+",985370,,"lmo0459","NP_463988.1",512,"transcriptional regulator"
"chromosome","NC_003210.1",498171,500240,"+",985198,,"lmo0460","NP_463989.1",689,"membrane associated lipoprotein"
"chromosome","NC_003210.1",500306,500779,"+",985193,,"lmo0461","NP_463990.1",157,"hypothetical protein lmo0461"
"chromosome","NC_003210.1",500799,501284,"+",985196,,"lmo0462","NP_463991.1",161,"hypothetical protein lmo0462"
"chromosome","NC_003210.1",501312,501617,"+",985195,,"lmo0463","NP_463992.1",101,"hypothetical protein lmo0463"
"chromosome","NC_003210.1",501693,501959,"+",985200,,"lmo0464","NP_463993.1",88,"transposase"
"chromosome","NC_003210.1",502198,502362,"+",16695812,,"lmo0464a","YP_008475629.1",54,"hypothetical protein lmo0464a"
"chromosome","NC_003210.1",502424,502660,"-",985197,,"lmo0465","NP_463994.1",78,"hypothetical protein lmo0465"
"chromosome","NC_003210.1",502899,504629,"+",985199,,"lmo0466","NP_463995.1",576,"hypothetical protein lmo0466"
"chromosome","NC_003210.1",504674,504997,"+",985201,,"lmo0467","NP_463996.1",107,"hypothetical protein lmo0467"
"chromosome","NC_003210.1",504972,505277,"+",984468,,"lmo0468","NP_463997.1",101,"hypothetical protein lmo0468"
"chromosome","NC_003210.1",505351,506223,"+",985204,,"lmo0469","NP_463998.1",290,"hypothetical protein lmo0469"
"chromosome","NC_003210.1",506368,506997,"+",985233,,"lmo0470","NP_463999.1",209,"hypothetical protein lmo0470"
"chromosome","NC_003210.1",507723,508733,"+",985203,,"lmo0471","NP_464000.1",336,"hypothetical protein lmo0471"
"chromosome","NC_003210.1",509400,510287,"+",985207,,"lmo0472","NP_464001.1",295,"hypothetical protein lmo0472"
"chromosome","NC_003210.1",510190,511212,"+",986271,,"lmo0473","YP_008475630.1",340,"hypothetical protein lmo0473"
"chromosome","NC_003210.1",511215,511562,"+",985208,,"lmo0474","NP_464002.1",115,"hypothetical protein lmo0474"
"chromosome","NC_003210.1",511966,512208,"+",985206,,"lmo0475","NP_464003.1",80,"hypothetical protein lmo0475"
"chromosome","NC_003210.1",512291,513268,"-",985213,,"lmo0476","NP_464004.1",325,"oxetanocin A resistance protein OxrB"
"chromosome","NC_003210.1",514004,514381,"+",985893,,"lmo0477","NP_464005.1",125,"secreted protein"
"chromosome","NC_003210.1",514681,515058,"+",985211,,"lmo0478","NP_464006.1",125,"secreted protein"
"chromosome","NC_003210.1",515391,515750,"+",985210,,"lmo0479","NP_464007.1",119,"secreted protein"
"chromosome","NC_003210.1",516076,516636,"+",985214,,"lmo0480","NP_464008.1",186,"transcriptional regulator"
"chromosome","NC_003210.1",516746,518446,"+",985215,,"lmo0481","NP_464009.1",566,"hypothetical protein lmo0481"
"chromosome","NC_003210.1",518597,519700,"+",986229,,"lmo0482","NP_464010.1",367,"ribosomal RNA large subunit methyltransferase N"
"chromosome","NC_003210.1",519789,520268,"+",985216,,"lmo0483","NP_464011.1",159,"hypothetical protein lmo0483"
"chromosome","NC_003210.1",520426,520791,"+",985220,,"lmo0484","NP_464012.1",121,"heme-degrading monooxygenase IsdG"
"chromosome","NC_003210.1",520961,521536,"+",985219,,"lmo0485","NP_464013.1",191,"hypothetical protein lmo0485"
"chromosome","NC_003210.1",521601,521771,"+",985221,"rpmF","lmo0486","NP_464014.1",56,"50S ribosomal protein L32"
"chromosome","NC_003210.1",521863,522591,"+",985223,,"lmo0487","NP_464015.1",242,"hypothetical protein lmo0487"
"chromosome","NC_003210.1",522628,523521,"-",985225,,"lmo0488","NP_464016.1",297,"LysR family transcriptional regulator"
"chromosome","NC_003210.1",523719,525713,"+",984913,,"lmo0489","NP_464017.1",664,"NADH:flavin oxidoreductase"
"chromosome","NC_003210.1",525813,526688,"+",985396,"aroE","lmo0490","NP_464018.1",291,"shikimate 5-dehydrogenase"
"chromosome","NC_003210.1",526754,527512,"+",985226,"aroD","lmo0491","NP_464019.1",252,"3-dehydroquinate dehydratase"
"chromosome","NC_003210.1",527580,528488,"-",985232,,"lmo0492","NP_464020.1",302,"LysR family transcriptional regulator"
"chromosome","NC_003210.1",528563,530323,"-",985231,,"lmo0493","NP_464021.1",586,"acylase"
"chromosome","NC_003210.1",530515,531108,"+",985230,,"lmo0494","NP_464022.1",197,"hypothetical protein lmo0494"
"chromosome","NC_003210.1",531294,532253,"+",985247,,"lmo0495","NP_464023.1",319,"hypothetical protein lmo0495"
"chromosome","NC_003210.1",532328,532552,"+",984435,,"lmo0496","NP_464024.1",74,"hypothetical protein lmo0496"
"chromosome","NC_003210.1",532603,534111,"-",984596,,"lmo0497","NP_464025.1",502,"sugar transferase"
"chromosome","NC_003210.1",534307,534756,"+",985236,,"lmo0498","NP_464026.1",149,"5-phosphate isomerase"
"chromosome","NC_003210.1",534753,535421,"+",985241,,"lmo0499","NP_464027.1",222,"ribulose-5-phosphate 3 epimerase"
"chromosome","NC_003210.1",535428,536078,"+",985240,,"lmo0500","NP_464028.1",216,"transaldolase"
"chromosome","NC_003210.1",536187,538247,"+",985244,,"lmo0501","NP_464029.1",686,"transcriptional antiterminator BglG"
"chromosome","NC_003210.1",538251,538853,"+",985250,,"lmo0502","NP_464030.1",200,"sugar-phosphate isomerase"
"chromosome","NC_003210.1",538881,539348,"+",985248,,"lmo0503","NP_464031.1",155,"PTS fructose transporter subunit IIA"
"chromosome","NC_003210.1",539365,539763,"+",985256,,"lmo0504","NP_464032.1",132,"hypothetical protein lmo0504"
"chromosome","NC_003210.1",539774,540424,"+",985251,,"lmo0505","NP_464033.1",216,"ribulose-5-phosphate 3-epimerase"
"chromosome","NC_003210.1",540421,541467,"+",986275,,"lmo0506","NP_464034.1",348,"sorbitol dehydrogenase"
"chromosome","NC_003210.1",541483,541776,"+",986799,,"lmo0507","NP_464035.1",97,"PTS galactitol transporter subunit IIB"
"chromosome","NC_003210.1",541791,543062,"+",985255,,"lmo0508","NP_464036.1",423,"PTS galactitol transporter subunit IIC"
"chromosome","NC_003210.1",543202,544137,"+",985257,"prs","lmo0509","NP_464037.1",311,"phosphoribosyl pyrophosphate synthetase"
"chromosome","NC_003210.1",544923,545501,"+",985258,,"lmo0510","NP_464038.1",192,"hypothetical protein lmo0510"
"chromosome","NC_003210.1",545609,546289,"+",985259,,"lmo0511","NP_464039.1",226,"hypothetical protein lmo0511"
"chromosome","NC_003210.1",546314,546673,"-",985264,,"lmo0512","NP_464040.1",119,"hypothetical protein lmo0512"
"chromosome","NC_003210.1",546680,547138,"-",985263,,"lmo0513","NP_464041.1",152,"hypothetical protein lmo0513"
"chromosome","NC_003210.1",547520,549337,"+",985260,,"lmo0514","NP_464042.1",605,"internalin"
"chromosome","NC_003210.1",549438,549869,"+",986558,,"lmo0515","NP_464043.1",143,"hypothetical protein lmo0515"
"chromosome","NC_003210.1",549916,551346,"-",985267,,"lmo0516","NP_464044.1",476,"encapsulation protein CapA"
"chromosome","NC_003210.1",551467,552282,"-",985270,,"lmo0517","NP_464045.1",271,"phosphoglycerate mutase"
"chromosome","NC_003210.1",552563,552931,"-",985271,,"lmo0518","NP_464046.1",122,"hypothetical protein lmo0518"
"chromosome","NC_003210.1",553078,554493,"+",985272,,"lmo0519","NP_464047.1",471,"multidrug resistance protein"
"chromosome","NC_003210.1",554624,555628,"+",985284,,"lmo0520","NP_464048.1",334,"transcriptional regulator"
"chromosome","NC_003210.1",555660,556976,"-",985300,,"lmo0521","NP_464049.1",438,"6-phospho-beta-glucosidase"
"chromosome","NC_003210.1",557178,557930,"+",985274,,"lmo0522","NP_464050.1",250,"transcriptional regulator"
"chromosome","NC_003210.1",558037,558480,"+",985275,,"lmo0523","NP_464051.1",147,"hypothetical protein lmo0523"
"chromosome","NC_003210.1",558526,560187,"-",985278,,"lmo0524","NP_464052.1",553,"sulfate transporter"
"chromosome","NC_003210.1",560443,561774,"+",985282,,"lmo0525","NP_464053.1",443,"hypothetical protein lmo0525"
"chromosome","NC_003210.1",561819,562559,"-",985281,,"lmo0526","NP_464054.1",246,"transcriptional regulator"
"chromosome","NC_003210.1",562789,564264,"+",985287,,"lmo0527","NP_464055.1",491,"transmembrane protein"
"chromosome","NC_003210.1",564257,565753,"+",985299,,"lmo0528","NP_464056.1",498,"hypothetical protein lmo0528"
"chromosome","NC_003210.1",565764,567014,"+",985294,,"lmo0529","NP_464057.1",416,"glucosaminyltransferase"
"chromosome","NC_003210.1",567030,569081,"+",984571,,"lmo0530","NP_464058.1",683,"hypothetical protein lmo0530"
"chromosome","NC_003210.1",569094,569948,"+",985297,,"lmo0531","NP_464059.1",284,"hypothetical protein lmo0531"
"chromosome","NC_003210.1",570008,570838,"+",985308,,"lmo0532","NP_464060.1",276,"hypothetical protein lmo0532"
"chromosome","NC_003210.1",570916,571185,"+",985302,,"lmo0533","NP_464061.1",89,"hypothetical protein lmo0533"
"chromosome","NC_003210.1",571204,572559,"+",985301,,"lmo0534","NP_464062.1",451,"hypothetical protein lmo0534"
"chromosome","NC_003210.1",572600,573568,"-",985755,,"lmo0535","NP_464063.1",322,"LacI family transcriptional regulator"
"chromosome","NC_003210.1",573740,575062,"+",985314,,"lmo0536","NP_464064.1",440,"6-phospho-beta-glucosidase"
"chromosome","NC_003210.1",575166,576437,"+",985309,,"lmo0537","NP_464065.1",423,"allantoate amidohydrolase"
"chromosome","NC_003210.1",576403,577584,"+",985381,,"lmo0538","NP_464066.1",393,"N-acyl-L-amino acid amidohydrolase"
"chromosome","NC_003210.1",577632,578648,"-",985316,,"lmo0539","NP_464067.1",338,"tagatose 1,6-diphosphate aldolase"
"chromosome","NC_003210.1",578886,580079,"+",985229,,"lmo0540","NP_464068.1",397,"penicillin-binding protein"
"chromosome","NC_003210.1",580119,581039,"-",986277,,"lmo0541","NP_464069.1",306,"ABC transporter substrate-binding protein"
"chromosome","NC_003210.1",581150,581500,"-",984602,,"lmo0542","NP_464070.1",116,"PTS sorbitol transporter subunit IIA"
"chromosome","NC_003210.1",581519,582505,"-",984396,,"lmo0543","NP_464071.1",328,"PTS sorbitol transporter subunit IIBC"
"chromosome","NC_003210.1",582526,583047,"-",986622,,"lmo0544","NP_464072.1",173,"PTS sorbitol transporter subunit IIC"
"chromosome","NC_003210.1",583072,583452,"-",984402,,"lmo0545","NP_464073.1",126,"hypothetical protein lmo0545"
"chromosome","NC_003210.1",583507,584757,"-",985462,,"lmo0546","NP_464074.1",416,"NAD(P)-dependent oxidoreductase"
"chromosome","NC_003210.1",585015,585962,"-",984998,,"lmo0547","NP_464075.1",315,"DeoR family transcriptional regulator"
"chromosome","NC_003210.1",586329,586994,"+",986247,,"lmo0548","NP_464076.1",221,"hypothetical protein lmo0548"
"chromosome","NC_003210.1",587012,589033,"+",984412,,"lmo0549","NP_464077.1",673,"internalin"
"chromosome","NC_003210.1",589066,589362,"+",985431,,"lmo0550","NP_464078.1",98,"pepdidoglycan-bound protein"
"chromosome","NC_003210.1",589406,590248,"+",984417,,"lmo0551","NP_464079.1",280,"hypothetical protein lmo0551"
"chromosome","NC_003210.1",590324,591355,"+",986885,,"lmo0552","NP_464080.1",343,"hypothetical protein lmo0552"
"chromosome","NC_003210.1",591412,592047,"-",984712,,"lmo0553","NP_464081.1",211,"hypothetical protein lmo0553"
"chromosome","NC_003210.1",592257,593438,"+",984446,,"lmo0554","NP_464082.1",393,"NADH-dependent butanol dehydrogenase"
"chromosome","NC_003210.1",593528,595006,"+",984577,,"lmo0555","NP_464083.1",492,"di-tripeptide transporter"
"chromosome","NC_003210.1",595135,595842,"+",984853,,"lmo0556","NP_464084.1",235,"phosphoglycerate mutase"
"chromosome","NC_003210.1",595843,596538,"+",984617,,"lmo0557","NP_464085.1",231,"phosphoglycerate mutase"
"chromosome","NC_003210.1",596580,597620,"-",984498,,"lmo0558","NP_464086.1",346,"hypothetical protein lmo0558"
"chromosome","NC_003210.1",598020,598925,"+",985234,,"lmo0559","NP_464087.1",301,"hypothetical protein lmo0559"
"chromosome","NC_003210.1",598968,600344,"-",986813,,"lmo0560","NP_464088.1",458,"glutamate dehydrogenase"
"chromosome","NC_003210.1",600837,601148,"-",984508,"hisE","lmo0561","NP_464089.1",103,"phosphoribosyl-ATP pyrophosphatase"
"chromosome","NC_003210.1",601149,601466,"-",984519,"hisI","lmo0562","NP_464090.1",105,"phosphoribosyl-AMP cyclohydrolase"
"chromosome","NC_003210.1",601463,602218,"-",984515,"hisF","lmo0563","NP_464091.1",251,"imidazole glycerol phosphate synthase subunit HisF"
"chromosome","NC_003210.1",602208,602930,"-",984608,"hisA","lmo0564","NP_464092.1",240,"1-(5-phosphoribosyl)-5"
"chromosome","NC_003210.1",602909,603535,"-",984852,"hisH","lmo0565","NP_464093.1",208,"imidazole glycerol phosphate synthase subunit HisH"
"chromosome","NC_003210.1",603536,604120,"-",985436,"hisB","lmo0566","NP_464094.1",194,"imidazoleglycerol-phosphate dehydratase"
"chromosome","NC_003210.1",604121,605404,"-",985596,"hisD","lmo0567","NP_464095.1",427,"histidinol dehydrogenase"
"chromosome","NC_003210.1",605401,606042,"-",985390,"hisG","lmo0568","NP_464096.1",213,"ATP phosphoribosyltransferase"
"chromosome","NC_003210.1",606039,607220,"-",984506,"hisZ","lmo0569","NP_464097.1",393,"ATP phosphoribosyltransferase"
"chromosome","NC_003210.1",607372,608199,"+",984572,"hisJ","lmo0570","NP_464098.1",275,"histidinol-phosphatase"
"chromosome","NC_003210.1",608184,608480,"-",985060,,"lmo0571","NP_464099.1",98,"methyltransferase"
"chromosome","NC_003210.1",608557,609588,"+",986053,,"lmo0572","NP_464100.1",343,"hypothetical protein lmo0572"
"chromosome","NC_003210.1",609629,610924,"-",985853,,"lmo0573","NP_464101.1",431,"hypothetical protein lmo0573"
"chromosome","NC_003210.1",611240,612634,"+",984589,,"lmo0574","NP_464102.1",464,"beta-glucosidase"
"chromosome","NC_003210.1",612678,613406,"+",986339,,"lmo0575","NP_464103.1",242,"GntR family transcriptional regulator"
"chromosome","NC_003210.1",613836,615299,"+",985083,,"lmo0576","NP_464104.1",487,"hypothetical protein lmo0576"
"chromosome","NC_003210.1",615353,615811,"-",984939,,"lmo0577","NP_464105.1",152,"hypothetical protein lmo0577"
"chromosome","NC_003210.1",615825,616577,"-",984630,,"lmo0578","NP_464106.1",250,"hypothetical protein lmo0578"
"chromosome","NC_003210.1",616742,616951,"+",986865,,"lmo0579","NP_464107.1",69,"hypothetical protein lmo0579"
"chromosome","NC_003210.1",616973,617629,"+",986638,,"lmo0580","NP_464108.1",218,"hypothetical protein lmo0580"
"chromosome","NC_003210.1",617660,618844,"-",984637,,"lmo0581","NP_464109.1",394,"hypothetical protein lmo0581"
"chromosome","NC_003210.1",618932,620380,"-",985140,"iap","lmo0582","NP_464110.1",482,"invasion associated secreted endopeptidase"
"chromosome","NC_003210.1",620805,623135,"+",984550,,"lmo0583","NP_464111.1",776,"preprotein translocase subunit SecA"
"chromosome","NC_003210.1",623251,624423,"+",984661,,"lmo0584","NP_464112.1",390,"hypothetical protein lmo0584"
"chromosome","NC_003210.1",624682,625395,"+",984672,,"lmo0585","NP_464113.1",237,"secreted protein"
"chromosome","NC_003210.1",625463,626488,"+",986388,,"lmo0586","NP_464114.1",341,"hypothetical protein lmo0586"
"chromosome","NC_003210.1",626506,628971,"+",986515,,"lmo0587","NP_464115.1",821,"secreted protein"
"chromosome","NC_003210.1",629088,630491,"+",984699,,"lmo0588","NP_464116.1",467,"DNA photolyase"
"chromosome","NC_003210.1",630629,631042,"+",985047,,"lmo0589","NP_464117.1",137,"hypothetical protein lmo0589"
"chromosome","NC_003210.1",631045,632811,"+",985311,,"lmo0590","NP_464118.1",588,"hypothetical protein lmo0590"
"chromosome","NC_003210.1",632811,633581,"+",984755,,"lmo0591","NP_464119.1",256,"hypothetical protein lmo0591"
"chromosome","NC_003210.1",633709,634251,"+",986217,,"lmo0592","NP_464120.1",180,"hypothetical protein lmo0592"
"chromosome","NC_003210.1",634479,635279,"+",984793,,"lmo0593","NP_464121.1",266,"formate transporter"
"chromosome","NC_003210.1",635317,636423,"-",985447,"metX","lmo0594","NP_464122.1",368,"homoserine O-acetyltransferase"
"chromosome","NC_003210.1",636440,637717,"-",984789,,"lmo0595","NP_464123.1",425,"O-acetylhomoserine sulfhydrylase"
"chromosome","NC_003210.1",638165,638692,"+",985266,,"lmo0596","NP_464124.1",175,"hypothetical protein lmo0596"
"chromosome","NC_003210.1",638781,639482,"-",985531,,"lmo0597","NP_464125.1",233,"Crp/Fnr family transcriptional regulator"
"chromosome","NC_003210.1",639558,640106,"-",16695798,,"lmo0597a","YP_008475631.1",182,"hypothetical protein lmo0597a"
"chromosome","NC_003210.1",640300,640632,"+",985146,,"lmo0599","NP_464126.1",110,"hypothetical protein lmo0599"
"chromosome","NC_003210.1",640625,641215,"+",985344,,"lmo0600","NP_464127.1",196,"hypothetical protein lmo0600"
"chromosome","NC_003210.1",641208,642308,"+",984830,,"lmo0601","NP_464128.1",366,"cell surface protein"
"chromosome","NC_003210.1",642414,642914,"+",984599,,"lmo0602","NP_464129.1",166,"transcripitonal regulator"
"chromosome","NC_003210.1",642962,643348,"-",986186,,"lmo0603","NP_464130.1",128,"hypothetical protein lmo0603"
"chromosome","NC_003210.1",643400,643744,"-",985855,,"lmo0604","NP_464131.1",114,"hypothetical protein lmo0604"
"chromosome","NC_003210.1",643891,645231,"-",985094,,"lmo0605","NP_464132.1",446,"hypothetical protein lmo0605"
"chromosome","NC_003210.1",645397,645858,"+",985290,,"lmo0606","NP_464133.1",153,"MarR family transcriptional regulator"
"chromosome","NC_003210.1",645878,647590,"+",985501,,"lmo0607","NP_464134.1",570,"ABC transporter ATP-binding protein"
"chromosome","NC_003210.1",647587,649404,"+",984780,,"lmo0608","NP_464135.1",605,"ABC transporter ATP-binding protein"
"chromosome","NC_003210.1",649520,649819,"+",986403,,"lmo0609","NP_464136.1",99,"phage shock protein E"
"chromosome","NC_003210.1",649864,651633,"-",985509,,"lmo0610","NP_464137.1",589,"internalin"
"chromosome","NC_003210.1",651794,652420,"-",985209,"acpD","lmo0611","NP_464138.1",208,"azoreductase"
"chromosome","NC_003210.1",652589,653044,"+",984912,,"lmo0612","NP_464139.1",151,"MarR family transcriptional evidence"
"chromosome","NC_003210.1",653041,653982,"+",987413,,"lmo0613","NP_464140.1",313,"oxidoreductase"
"chromosome","NC_003210.1",654078,654611,"+",985507,,"lmo0614","NP_464141.1",177,"hypothetical protein lmo0614"
"chromosome","NC_003210.1",654608,654850,"-",984917,,"lmo0615","NP_464142.1",80,"hypothetical protein lmo0615"
"chromosome","NC_003210.1",654957,656708,"+",985453,,"lmo0616","NP_464143.1",583,"glycerophosphoryl diester phosphodiesterase"
"chromosome","NC_003210.1",656749,657243,"-",985148,,"lmo0617","NP_464144.1",164,"hypothetical protein lmo0617"
"chromosome","NC_003210.1",657323,658465,"-",984940,,"lmo0618","NP_464145.1",380,"protein kinase"
"chromosome","NC_003210.1",658572,659027,"+",984942,,"lmo0619","NP_464146.1",151,"hypothetical protein lmo0619"
"chromosome","NC_003210.1",659083,659475,"+",985155,,"lmo0620","NP_464147.1",130,"hypothetical protein lmo0620"
"chromosome","NC_003210.1",659572,660312,"+",985249,,"lmo0621","NP_464148.1",246,"hypothetical protein lmo0621"
"chromosome","NC_003210.1",660398,660676,"+",985471,,"lmo0622","NP_464149.1",92,"hypothetical protein lmo0622"
"chromosome","NC_003210.1",660692,660958,"+",984945,,"lmo0623","NP_464150.1",88,"hypothetical protein lmo0623"
"chromosome","NC_003210.1",660996,661439,"-",985292,,"lmo0624","NP_464151.1",147,"hypothetical protein lmo0624"
"chromosome","NC_003210.1",661470,662171,"-",985881,,"lmo0625","NP_464152.1",233,"hypothetical protein lmo0625"
"chromosome","NC_003210.1",662257,663936,"-",985506,,"lmo0626","NP_464153.1",559,"hypothetical protein lmo0626"
"chromosome","NC_003210.1",664242,668990,"+",984956,,"lmo0627","NP_464154.1",1582,"pepdidoglycan bound protein"
"chromosome","NC_003210.1",669086,669361,"+",984963,,"lmo0628","NP_464155.1",91,"hypothetical protein lmo0628"
"chromosome","NC_003210.1",669423,669950,"+",984966,,"lmo0629","NP_464156.1",175,"hypothetical protein lmo0629"
"chromosome","NC_003210.1",670309,672339,"+",984967,,"lmo0630","NP_464157.1",676,"transcriptional antiterminator BglG"
"chromosome","NC_003210.1",672341,672793,"+",984965,,"lmo0631","NP_464158.1",150,"PTS fructose transporter subunit IIA"
"chromosome","NC_003210.1",672794,673855,"+",984378,,"lmo0632","NP_464159.1",353,"PTS fructose transporter subunit IIC"
"chromosome","NC_003210.1",673870,674178,"+",984968,,"lmo0633","NP_464160.1",102,"PTS fructose transporter subunit IIB"
"chromosome","NC_003210.1",674205,675473,"+",987068,,"lmo0634","NP_464161.1",422,"tagatose 6-phosphate kinase"
"chromosome","NC_003210.1",675563,676267,"+",984974,,"lmo0635","NP_464162.1",234,"hypothetical protein lmo0635"
"chromosome","NC_003210.1",676372,676788,"+",984970,,"lmo0636","NP_464163.1",138,"hypothetical protein lmo0636"
"chromosome","NC_003210.1",676802,677395,"+",984971,,"lmo0637","NP_464164.1",197,"hypothetical protein lmo0637"
"chromosome","NC_003210.1",678494,679123,"+",984973,,"lmo0638","NP_464165.1",209,"hypothetical protein lmo0638"
"chromosome","NC_003210.1",679763,680296,"+",984972,,"lmo0639","NP_464166.1",177,"transcripitonal regulator"
"chromosome","NC_003210.1",680360,681277,"+",987093,,"lmo0640","NP_464167.1",305,"oxidoreductase"
"chromosome","NC_003210.1",681543,683423,"+",985323,,"lmo0641","NP_464168.1",626,"heavy metal-transporting ATPase"
"chromosome","NC_003210.1",683519,684247,"+",984976,,"lmo0642","NP_464169.1",242,"hypothetical protein lmo0642"
"chromosome","NC_003210.1",684390,685040,"+",984977,,"lmo0643","NP_464170.1",216,"transaldolase"
"chromosome","NC_003210.1",685083,686903,"-",984979,,"lmo0644","NP_464171.1",606,"hypothetical protein lmo0644"
"chromosome","NC_003210.1",687138,688529,"+",984978,,"lmo0645","NP_464172.1",463,"amino acid transporter"
"chromosome","NC_003210.1",688619,689458,"+",984982,,"lmo0646","NP_464173.1",279,"hypothetical protein lmo0646"
"chromosome","NC_003210.1",689541,689825,"-",985414,,"lmo0647","NP_464174.1",94,"hypothetical protein lmo0647"
"chromosome","NC_003210.1",689923,690873,"+",987051,,"lmo0648","NP_464175.1",316,"hypothetical protein lmo0648"
"chromosome","NC_003210.1",690897,691538,"+",986557,,"lmo0649","NP_464176.1",213,"transcriptional regulator"
"chromosome","NC_003210.1",691581,694271,"+",984986,,"lmo0650","NP_464177.1",896,"hypothetical protein lmo0650"
"chromosome","NC_003210.1",694317,694964,"+",984985,,"lmo0651","NP_464178.1",215,"transcriptional regulator"
"chromosome","NC_003210.1",694973,695509,"-",984987,,"lmo0652","NP_464179.1",178,"hypothetical protein lmo0652"
"chromosome","NC_003210.1",695496,696416,"-",985279,,"lmo0653","NP_464180.1",306,"hypothetical protein lmo0653"
"chromosome","NC_003210.1",696606,696815,"+",984989,,"lmo0654","NP_464181.1",69,"hypothetical protein lmo0654"
"chromosome","NC_003210.1",696883,697590,"+",984992,,"lmo0655","NP_464182.1",235,"phosphoprotein phosphatase"
"chromosome","NC_003210.1",697634,698197,"-",985077,,"lmo0656","NP_464183.1",187,"hypothetical protein lmo0656"
"chromosome","NC_003210.1",698317,698733,"+",985003,,"lmo0657","NP_464184.1",138,"hypothetical protein lmo0657"
"chromosome","NC_003210.1",698785,699420,"+",985006,,"lmo0658","NP_464185.1",211,"hypothetical protein lmo0658"
"chromosome","NC_003210.1",699410,700306,"-",984988,,"lmo0659","NP_464186.1",298,"transcriptional regulator"
"chromosome","NC_003210.1",700537,700821,"+",985017,,"lmo0660","NP_464187.1",94,"transposase"
"chromosome","NC_003210.1",700876,701184,"-",984999,,"lmo0661","NP_464188.1",102,"hypothetical protein lmo0661"
"chromosome","NC_003210.1",701247,702062,"-",985000,"thiD","lmo0662","NP_464189.1",271,"phosphomethylpyrimidine kinase"
"chromosome","NC_003210.1",702088,702954,"-",985001,,"lmo0663","NP_464190.1",288,"hypothetical protein lmo0663"
"chromosome","NC_003210.1",703128,703691,"+",987123,,"lmo0664","NP_464191.1",187,"acetyl transferase"
"chromosome","NC_003210.1",703688,703951,"+",985007,,"lmo0665","NP_464192.1",87,"hypothetical protein lmo0665"
"chromosome","NC_003210.1",703961,704338,"+",987139,,"lmo0666","NP_464193.1",125,"hypothetical protein lmo0666"
"chromosome","NC_003210.1",704452,705387,"+",985013,,"lmo0667","NP_464194.1",311,"ABC transporter ATP-binding protein"
"chromosome","NC_003210.1",705380,706150,"+",987144,,"lmo0668","NP_464195.1",256,"ABC transporter permease"
"chromosome","NC_003210.1",706408,707292,"+",987147,,"lmo0669","NP_464196.1",294,"oxidoreductase"
"chromosome","NC_003210.1",707310,707486,"+",985009,,"lmo0670","NP_464197.1",58,"hypothetical protein lmo0670"
"chromosome","NC_003210.1",707612,708220,"+",985011,,"lmo0671","NP_464198.1",202,"hypothetical protein lmo0671"
"chromosome","NC_003210.1",709134,709562,"+",985014,,"lmo0672","NP_464199.1",142,"hypothetical protein lmo0672"
"chromosome","NC_003210.1",709601,709810,"-",987146,,"lmo0673","NP_464200.1",69,"hypothetical protein lmo0673"
"chromosome","NC_003210.1",709829,710749,"-",985015,,"lmo0674","NP_464201.1",306,"hypothetical protein lmo0674"
"chromosome","NC_003210.1",711121,711435,"+",987142,,"lmo0675","NP_464202.1",104,"hypothetical protein lmo0675"
"chromosome","NC_003210.1",711428,712195,"+",985021,"fliP","lmo0676","NP_464203.1",255,"flagellar biosynthesis protein FliP"
"chromosome","NC_003210.1",712208,712480,"+",985022,"fliQ","lmo0677","NP_464204.1",90,"flagellar biosynthesis protein FliQ"
"chromosome","NC_003210.1",712483,713244,"+",985024,"fliR","lmo0678","NP_464205.1",253,"flagellar biosynthesis protein FliR"
"chromosome","NC_003210.1",713260,714306,"+",986322,"flhB","lmo0679","NP_464206.1",348,"flagellar biosynthesis protein FlhB"
"chromosome","NC_003210.1",714353,716428,"+",986323,"flhA","lmo0680","NP_464207.1",691,"flagellar biosynthesis protein FlhA"
